instance,added_at,updated_at,checked_at,uptime,up,dead,version,ipv6,https_score,https_rank,obs_score,obs_rank,users,statuses,connections,open_registrations,topic
perl.social,2022-11-21T08:28:56.787Z,2024-10-30T12:31:00.139Z,2024-10-30T12:31:00.139Z,1,false,false,,false,10,"E ",55,"C ",0,0,0,true,Perl.social
iu.social,2022-11-21T08:28:58.651Z,2024-10-30T12:31:15.655Z,2024-10-30T12:31:15.655Z,1,true,false,4.2.5,false,100,A+,80,B+,136,325,1405,true,iu.social
social.h9k.wtf,2022-11-21T08:29:00.046Z,2024-10-30T13:10:05.990Z,2024-10-30T13:10:05.990Z,1,true,false,3.5.3,false,10,"E ",60,C+,3,303,2562,true,social.h9k.wtf
red.fox.yt,2022-11-21T08:29:04.203Z,2024-10-30T13:10:08.271Z,2024-10-30T13:10:08.271Z,1,true,false,,true,10,"E ",80,B+,126,10969,17277,true,Red Fox Social
mastodon.roessner-online.de,2022-11-21T08:29:04.487Z,2024-10-30T12:31:05.592Z,2024-10-30T12:31:05.592Z,1,true,false,,false,100,A+,80,B+,2,13,2527,true,Mastodon
procydon.net,2022-11-21T08:29:08.047Z,2024-10-30T12:31:13.499Z,2024-10-30T12:31:13.499Z,1,true,false,4.3.1,true,10,"E ",125,A+,4,468,1618,true,Procydon
mastodon.eveland.dev,2022-11-21T08:29:10.134Z,2024-10-30T12:30:51.321Z,2024-10-30T12:30:51.321Z,1,true,false,4.0.2,true,5,"F ",125,A+,1,19,4134,true,Mastodon
social.hintersphere.com,2022-11-21T08:29:13.816Z,2024-10-30T12:31:42.869Z,2024-10-30T12:31:42.869Z,1,true,false,,false,5,"F ",80,B+,4,118,6095,true,Hintersphere Social
mastodon.madmanmarkau.net,2022-11-21T08:29:19.088Z,2024-10-30T12:30:32.472Z,2024-10-30T12:30:32.472Z,1,false,false,4.2.7,false,10,"E ",125,A+,1,96,1981,true,MadManMarkau
mstdn.studiofreesia.com,2022-11-21T08:29:20.202Z,2024-10-30T12:31:31.043Z,2024-10-30T12:31:31.043Z,1,true,false,4.3.1,false,10,"E ",80,B+,5,3052,5817,true,Mastodon
washingtonparentsnetwork.org,2022-11-21T08:29:24.330Z,2024-10-30T13:10:04.900Z,2024-10-30T13:10:04.900Z,1,true,false,,false,10,"E ",55,"C ",0,0,0,true,Washington Parents Network
mastodon.lajaqueria.org,2022-11-21T08:29:26.787Z,2024-10-30T12:30:31.107Z,2024-10-30T12:30:31.107Z,1,true,false,4.3.0,true,5,"F ",80,B+,7,513,5332,true,Mastodon de La Jaquería
social.zocradio.info,2022-11-21T08:29:33.044Z,2024-10-30T12:35:23.737Z,2024-10-30T12:35:23.737Z,1,true,false,,false,100,A+,125,A+,5,4952,8238,true,ZoC Social Network
mastodon.akop.online,2022-11-21T08:29:33.340Z,2024-10-30T12:36:29.259Z,2024-10-30T12:36:29.259Z,1,true,false,,true,5,"F ",125,A+,7,299,9217,true,akops Mastodon
musee.social,2022-11-21T08:29:37.073Z,2024-10-30T12:35:06.602Z,2024-10-30T12:35:06.602Z,1,true,false,,false,5,"F ",125,A+,2,2,1594,true,musee.social
mastotut.cat,2022-11-21T08:29:43.644Z,2024-10-30T12:30:03.764Z,2024-10-30T12:30:03.764Z,1,true,false,,false,5,"F ",80,B+,7,5345,13233,true,Mastotut
social.ffmuc.net,2022-11-21T08:29:44.421Z,2024-10-30T12:31:59.107Z,2024-10-30T12:31:59.107Z,1,true,false,4.3.1,true,5,"F ",125,A+,17,1077,16643,true,Freifunk München Social
social.modest.com,2022-11-21T08:29:45.289Z,2024-10-30T12:35:26.724Z,2024-10-30T12:35:26.724Z,1,true,false,,false,100,A+,125,A+,6,1878,13644,true,Modest Mastodan
m.banjo.camp,2022-11-21T08:29:47.463Z,2024-10-30T13:05:04.324Z,2024-10-30T13:05:04.324Z,1,true,false,4.3.1,true,10,"E ",125,A+,1,18,8238,true,Banjo Camp
mastodon.staton.us,2022-11-21T08:29:50.895Z,2024-10-30T12:30:44.525Z,2024-10-30T12:30:44.525Z,1,false,false,4.1.2,false,100,A+,80,B+,3,0,1449,true,Mastodon
gedankenlie.be,2022-11-21T08:29:53.091Z,2024-10-30T12:36:29.779Z,2024-10-30T12:36:29.779Z,1,true,false,,true,10,"E ",30,"D ",4,220,606,true,gedankenliebe
mstdn.gamercast.net,2022-11-21T08:29:56.810Z,2024-10-30T12:30:31.516Z,2024-10-30T12:30:31.516Z,1,true,false,4.3.1,true,100,A+,125,A+,32,3207,17962,true,Gamercast.net Mastodon Server
cosmedn.net,2022-11-21T08:29:56.914Z,2024-10-30T12:35:42.016Z,2024-10-30T12:35:42.016Z,1,true,false,,false,5,"F ",125,A+,107,2322,6114,true,コスメ 美容 SNS
mastodon.dystroy.org,2022-11-21T08:30:01.712Z,2024-10-30T12:30:50.335Z,2024-10-30T12:30:50.335Z,1,true,false,4.0.2,false,5,"F ",120,A+,9,2322,10091,true,Mastodys
xn--kdk0c930v.com,2022-11-21T08:30:05.470Z,2024-10-30T12:30:57.187Z,2024-10-30T12:30:57.187Z,1,true,false,,true,10,"E ",80,B+,2,18,894,true,ネル民
mastodon.morolog.us,2022-11-21T08:30:09.199Z,2024-10-30T12:35:08.230Z,2024-10-30T12:35:08.230Z,1,true,false,,false,100,A+,125,A+,2,47,6352,true,Morolog
cockandballtortu.re,2022-11-21T08:30:09.983Z,2024-10-30T12:45:13.465Z,2024-10-30T12:45:13.465Z,1,true,false,,false,10,"E ",40,D+,14,508,15822,true,CBT.re
hostc.at,2022-11-21T08:30:10.326Z,2024-10-30T12:36:20.361Z,2024-10-30T12:36:20.361Z,1,true,false,,false,5,"F ",125,A+,5,539,5929,true,Mastodon
region-bergstrasse.social,2022-11-21T08:30:10.598Z,2024-10-30T12:30:13.884Z,2024-10-30T12:30:13.884Z,1,true,false,4.3.1,true,5,F,125,A+,1,54,3343,true,Mastodon für die Bergstraße
poststoffarm.de,2022-11-21T08:30:12.913Z,2024-10-30T12:31:29.672Z,2024-10-30T12:31:29.672Z,1,true,false,4.2.9,true,0,,125,A+,3,93,11251,true,poststoffarm.de
hellyeah.social,2022-11-21T08:30:13.917Z,2024-10-30T13:20:03.431Z,2024-10-30T13:20:03.431Z,1,true,false,,false,100,A+,80,B+,11,155,8949,true,Hellyeah! Social
mastodon.3dgo.net,2022-11-21T08:30:14.445Z,2024-10-30T12:35:24.901Z,2024-10-30T12:35:24.901Z,1,true,false,4.3.1,true,5,"F ",125,A+,4,29,7467,true,Mastodon
eorzea.photos,2022-11-21T08:30:16.947Z,2024-10-30T12:36:59.523Z,2024-10-30T12:36:59.523Z,1,true,false,,true,10,"E ",35,"D ",2593,8178,629,true,EorzeaPhotos
m.powerweb.io,2022-11-21T08:30:17.836Z,2024-10-30T12:30:04.065Z,2024-10-30T12:30:04.065Z,1,true,false,,false,5,"F ",80,B+,1,95,5023,true,m.powerweb.io
mastodon.ketz.io,2022-11-21T08:30:20.571Z,2024-10-30T12:30:47.693Z,2024-10-30T12:30:47.693Z,1,true,false,,true,5,"F ",80,B+,4,20,8406,true,Ketz
ots.social,2022-11-21T08:30:26.499Z,2024-10-30T12:36:03.293Z,2024-10-30T12:36:03.293Z,1,true,false,,false,5,"F ",125,A+,2,45,4370,true,ots.social
mastodon.highteq.net,2022-11-21T08:30:26.562Z,2024-10-30T13:15:13.318Z,2024-10-30T13:15:13.318Z,1,true,false,4.3.1,true,5,"F ",125,A+,3,440,9370,true,Mastodon HTQ
plantex.top,2022-11-21T08:30:26.685Z,2024-10-30T12:31:45.938Z,2024-10-30T12:31:45.938Z,1,true,false,,false,5,"F ",120,A+,59,21270,12261,true,Mastodon
artsandculture.social,2022-11-21T08:30:37.663Z,2024-10-30T12:50:04.741Z,2024-10-30T12:50:04.741Z,1,true,false,4.3.1,true,100,A+,125,A+,26,1322,11413,true,Arts & Culture
mastodon.boyos.org,2022-11-21T08:30:40.559Z,2024-10-30T12:20:03.435Z,2024-10-30T12:20:03.435Z,1,false,false,4.3.1,false,5,"F ",125,A+,3,74,9187,true,Mastodon
risk.social,2022-11-21T08:30:43.055Z,2024-10-30T12:30:03.780Z,2024-10-30T12:30:03.780Z,1,true,false,,false,5,"F ",80,B+,19,284,12286,true,risk.social
talkingdrupal.social,2022-11-21T08:30:46.871Z,2024-10-30T12:35:35.229Z,2024-10-30T12:35:35.229Z,1,true,false,4.0.2,false,5,"F ",120,A+,2,67,1530,true,Mastodon
somewhy.net,2022-11-21T08:30:49.737Z,2024-10-30T13:15:07.449Z,2024-10-30T13:15:07.449Z,1,true,false,,false,5,"F ",80,B+,8,1852,10293,true,Mastodon
mastodon.doesnotexist.club,2022-11-21T08:30:50.066Z,2024-10-30T12:30:48.527Z,2024-10-30T12:30:48.527Z,1,true,false,,true,5,"F ",125,A+,7,1570,9756,true,Does Not Exist
dev.handon.club,2022-11-21T08:31:08.398Z,2024-10-30T12:55:03.806Z,2024-10-30T12:55:03.806Z,1,true,false,4.3.0,true,5,"F ",125,A+,30,2265,311,true,Mastodon
social.dilavni.com,2022-11-21T08:31:19.128Z,2024-10-30T12:36:35.801Z,2024-10-30T12:36:35.801Z,1,true,false,,true,5,"F ",80,B+,10,38,573,true,Dilavni Social
das-kreative.de,2022-11-21T08:31:57.524Z,2024-10-30T12:31:10.968Z,2024-10-30T12:31:10.968Z,1,true,false,,false,10,"E ",55,"C ",0,0,0,true,Friendica Social Network
mastodon.billybradley.uk,2022-11-21T08:32:26.738Z,2024-10-30T12:30:56.819Z,2024-10-30T12:30:56.819Z,1,true,false,3.1.3,true,5,"F ",105,A+,1,0,6,true,sinking-point
social.linuxbabe.com,2022-11-21T08:32:42.448Z,2024-10-30T13:15:14.249Z,2024-10-30T13:15:14.249Z,1,true,false,4.2.8,true,5,"F ",55,"C ",4,3,2382,true,Mastodon
mastodon.adrien.run,2022-11-21T08:32:47.049Z,2024-10-30T12:31:49.472Z,2024-10-30T12:31:49.472Z,1,true,false,4.1.2,false,10,"E ",130,A+,3,10,2020,true,Mastodon
m.in0rdr.ch,2022-11-21T08:32:52.532Z,2024-10-30T13:15:22.284Z,2024-10-30T13:15:22.284Z,1,true,false,4.3.1,false,5,"F ",80,B+,1,414,4826,true,Mastodon
pixelfed.aguiarvieira.pt,2022-11-21T08:33:21.976Z,2024-10-30T12:31:32.365Z,2024-10-30T12:31:32.365Z,1,true,false,,true,10,"E ",35,"D ",1,8,1,true,AV Pixelfed
sharebright.net,2022-11-21T08:33:48.940Z,2024-10-30T12:35:13.305Z,2024-10-30T12:35:13.305Z,1,true,false,4.0.2,false,5,"F ",75,"B ",10,394,244,true,Sharebright Social
photo.ergedd.com,2022-11-21T08:34:01.362Z,2024-10-30T12:31:30.917Z,2024-10-30T12:31:30.917Z,1,true,false,,false,5,"F ",30,"D ",0,0,0,true,Pixelfed
xxx-stg.azyobuzi.net,2022-11-21T08:34:05.806Z,2024-10-30T12:36:57.628Z,2024-10-30T12:36:57.628Z,1,true,false,,true,10,"E ",60,C+,8,12,13,true,輝くステージ
social.cowokr.de,2022-11-21T08:34:12.510Z,2024-10-30T12:31:56.979Z,2024-10-30T12:31:56.979Z,1,true,false,,true,10,"E ",75,"B ",1,15,629,true,CowoKR Network
scratch.webhop.me,2022-11-21T08:34:18.865Z,2024-10-30T12:32:06.391Z,2024-10-30T12:32:06.391Z,1,false,false,0.0.1,false,0,,30,"D ",4,4713,6,true,Scratch
club.pati.to,2022-11-21T08:43:55.957Z,2024-10-30T12:36:57.088Z,2024-10-30T12:36:57.088Z,1,true,false,,false,10,"E ",55,"C ",1,15,1217,true,club.pati.to
tny.social,2022-11-21T08:48:54.705Z,2024-10-30T13:10:03.408Z,2024-10-30T13:10:03.408Z,1,true,false,4.2.0,true,5,F,125,A+,2,742,12958,true,Tny.social
toot.c.pizzafactory.jp,2022-11-21T08:49:09.498Z,2024-10-30T12:35:12.658Z,2024-10-30T12:35:12.658Z,1,false,false,,false,10,"E ",35,"D ",3,27,217,true,GoToSocial on PizzaFactory Cloud
mastodon.rip,2022-11-21T08:49:33.312Z,2024-10-30T13:15:19.220Z,2024-10-30T13:15:19.220Z,1,true,false,,true,5,"F ",125,A+,5,3926,3209,true,mastodon.rip
mo.zhz.moe,2022-11-21T08:49:46.199Z,2024-10-30T12:31:21.372Z,2024-10-30T12:31:21.372Z,1,true,false,,true,0,,125,A+,2,16,1361,true,MoWo
mastodon.notlegit.net,2022-11-21T09:19:46.692Z,2024-10-30T13:15:08.241Z,2024-10-30T13:15:08.241Z,1,true,false,,false,5,"F ",125,A+,2,449,8666,true,Mastodon
mastodon.berget.nu,2022-11-21T09:19:48.744Z,2024-10-30T12:30:37.207Z,2024-10-30T12:30:37.207Z,1,true,false,4.3.1,true,5,"F ",80,B+,1,3,4582,true,Berget Mastodon
ansiktsburk.se,2022-11-21T09:20:28.982Z,2024-10-30T12:35:03.153Z,2024-10-30T12:35:03.153Z,1,true,false,4.1.6,false,5,"F ",130,A+,4,53,5365,true,Ansiktsburk
anml.io,2022-11-21T09:22:11.563Z,2024-10-30T12:36:26.920Z,2024-10-30T12:36:26.920Z,1,true,false,,false,100,A+,125,A+,5,145,7523,true,ANML
social.sengeis.priv.at,2022-11-21T09:22:56.423Z,2024-10-30T12:32:02.552Z,2024-10-30T12:32:02.552Z,1,true,false,4.0.2,false,100,A+,120,A+,1,1,1019,true,Mastodon
afn.game-host.mydns.jp,2022-11-21T09:23:18.377Z,2024-10-30T12:35:02.784Z,2024-10-30T12:35:02.784Z,1,true,false,4.1.0,false,5,F,130,A+,1,8,19,true,Mastodon
social.mb-it.com,2022-11-21T09:31:18.215Z,2024-10-30T12:35:53.616Z,2024-10-30T12:35:53.616Z,1,true,false,4.2.9,false,10,"E ",80,B+,1,74,3025,true,MB-it Social
plutus.social,2022-11-21T09:31:18.522Z,2024-10-30T12:30:56.318Z,2024-10-30T12:30:56.318Z,1,true,false,,false,5,"F ",80,B+,59,1616,9095,true,Money Mastodon from the Plutus Foundation
hackodon.com,2022-11-21T09:31:53.755Z,2024-10-30T12:32:05.775Z,2024-10-30T12:32:05.775Z,1,true,false,4.3.0,false,5,"F ",125,A+,3,36,4862,true,Hackodon.com
m.blasteh.uk,2022-11-21T09:31:54.087Z,2024-10-30T12:31:15.632Z,2024-10-30T12:31:15.632Z,1,true,false,,true,5,"F ",115,A+,4,257,19486,true,Blastehdon
hatchee.bz,2022-11-21T09:31:55.488Z,2024-10-30T12:30:18.427Z,2024-10-30T12:30:18.427Z,1,true,false,,false,10,"E ",125,A+,16,9416,9770,true,Hatchee.bz・はちぃ
masto.binaryworks.ca,2022-11-21T09:34:06.727Z,2024-10-30T12:36:16.362Z,2024-10-30T12:36:16.362Z,1,true,false,,false,100,A+,125,A+,8,84,7067,true,Binaryworks
superheronecromancer.games,2022-11-21T09:35:27.533Z,2024-10-30T12:36:05.763Z,2024-10-30T12:36:05.763Z,1,true,false,4.3.1,false,5,"F ",125,A+,3,242,4892,true,Superhero Necromancer Press
verse.r73.info,2022-11-21T09:35:55.995Z,2024-10-30T13:15:08.453Z,2024-10-30T13:15:08.453Z,1,false,false,,false,100,A+,50,"C ",3,20,458,true,verse.r73.info
unitedmastodon.com,2022-11-21T10:12:41.164Z,2024-10-30T12:35:03.172Z,2024-10-30T12:35:03.172Z,1,true,false,,true,5,"F ",125,A+,2,2,12070,true,United Mastodon
social.arpakuut.io,2022-11-21T10:13:23.172Z,2024-10-30T12:40:03.399Z,2024-10-30T12:40:03.399Z,1,true,false,,true,5,"F ",80,B+,1,11,7935,true,social.arpakuut.io
mstdn.cordx.cx,2022-11-21T10:14:11.502Z,2024-10-30T12:30:41.281Z,2024-10-30T12:30:41.281Z,1,true,false,4.0.2,true,5,"F ",120,A+,4,2,6,true,Mastodon@cordx.cx
beratna.net,2022-11-21T10:38:15.186Z,2024-10-30T12:36:31.891Z,2024-10-30T12:36:31.891Z,1,true,false,,false,5,"F ",125,A+,12,41906,4730,true,beratna.net
cavalina.net,2022-11-21T10:38:34.807Z,2024-10-30T12:36:42.646Z,2024-10-30T12:36:42.646Z,1,true,false,4.2.7,false,5,"F ",80,B+,2,1261,6608,true,Mastodon
avali.one,2022-11-21T10:38:44.415Z,2024-10-30T12:35:49.303Z,2024-10-30T12:35:49.303Z,1,true,false,4.3.0,false,5,"F ",125,A+,7,165,5840,true,Mastodon
social.kultwiki.net,2022-11-21T10:55:22.110Z,2024-10-30T12:45:09.708Z,2024-10-30T12:45:09.708Z,1,true,false,,false,10,"E ",60,C+,2,4351,636,true,Kultoma
mastodon.woojinkim.org,2022-11-21T12:41:52.099Z,2024-10-30T13:10:10.177Z,2024-10-30T13:10:10.177Z,1,false,false,,true,0,,80,B+,6,17169,7151,true,mastodon.woojinkim.org
vltava.cloud,2022-11-21T12:53:01.224Z,2024-10-30T12:32:06.592Z,2024-10-30T12:32:06.592Z,1,true,false,4.3.1,false,5,"F ",125,A+,9,5939,10295,true,Vltava.cloud - Mastodon
psu.social,2022-11-21T13:19:36.032Z,2024-10-30T12:36:24.526Z,2024-10-30T12:36:24.526Z,1,true,false,,true,5,"F ",125,A+,15,22449,2125,true,Mastodon for Penn State Supporters
mstdn.my,2022-11-21T13:43:05.435Z,2024-10-30T12:31:01.364Z,2024-10-30T12:31:01.364Z,1,true,false,4.1.2,false,10,"E ",130,A+,314,13114,9982,true,Mastodon Malaysia
mastodon.likids.info,2022-11-21T14:52:10.678Z,2024-10-30T12:30:33.653Z,2024-10-30T12:30:33.653Z,1,true,false,,true,10,"E ",125,A+,3,6493,5073,true,僻地2501
yukisou.xyz,2022-11-21T14:52:20.786Z,2024-10-30T12:45:08.569Z,2024-10-30T12:45:08.569Z,1,true,false,,true,10,"E ",55,"C ",1,75,1628,true,yukisou.xyz
mast.shitpostbot.com,2022-11-21T15:28:25.251Z,2024-10-30T12:55:04.091Z,2024-10-30T12:55:04.091Z,1,true,false,4.1.3,false,5,"F ",60,C+,22,28076,9036,true,Mastodon
blahaj.zone,2022-11-21T17:40:44.108Z,2024-10-30T12:35:13.015Z,2024-10-30T12:35:13.015Z,1,true,false,,true,100,A+,65,B-,2197,241873,30748,true,Blåhaj Zone
serenityos.social,2022-11-21T19:48:50.489Z,2024-10-30T12:35:28.474Z,2024-10-30T12:35:28.474Z,1,true,false,4.3.0,true,100,A+,75,"B ",38,18241,14619,true,serenityos.social
fightthis.net,2022-11-21T20:15:39.237Z,2024-10-30T12:36:35.121Z,2024-10-30T12:36:35.121Z,1,true,false,,true,5,"F ",80,B+,3,190,5249,true,Orilla
arthropod.social,2022-11-21T20:15:41.424Z,2024-10-30T12:36:51.358Z,2024-10-30T12:36:51.358Z,1,true,false,,false,100,A+,125,A+,46,2764,15376,true,Mastodon
waldorf.fyi,2022-11-21T20:15:42.053Z,2024-10-30T12:36:42.473Z,2024-10-30T12:36:42.473Z,1,true,false,4.2.8,false,5,"F ",80,B+,5,4,7076,true,Mastodon
digitaldarkage.cc,2022-11-21T20:15:42.806Z,2024-10-30T12:36:05.882Z,2024-10-30T12:36:05.882Z,1,true,false,,false,5,"F ",80,B+,13,6470,16991,true,digital_dark_age
mastodon.mikmak.cc,2022-11-21T20:15:43.763Z,2024-10-30T12:31:03.405Z,2024-10-30T12:31:03.405Z,1,true,false,,false,10,"E ",125,A+,8,145410,122037,true,Mastodon
mastodon.schroer.ddns.net,2022-11-21T20:15:44.228Z,2024-10-30T12:40:03.433Z,2024-10-30T12:40:03.433Z,1,false,false,4.0.2,false,5,"F ",75,"B ",5,3,5128,true,Kolby's Mastodon Server
hivemind.plus,2022-11-21T20:15:44.312Z,2024-10-30T13:15:09.028Z,2024-10-30T13:15:09.028Z,1,true,false,,false,5,"F ",125,A+,9,3546,20007,true,Mastodon
mastodon.escepticos.es,2022-11-21T20:57:06.772Z,2024-10-30T12:30:07.191Z,2024-10-30T12:30:07.191Z,1,true,false,,false,10,"E ",125,A+,229,7238,13415,true,Mastodon ARP-SAPC
italkedtostrangers.com,2022-11-21T20:57:06.861Z,2024-10-30T13:15:03.514Z,2024-10-30T13:15:03.514Z,1,true,false,,true,5,"F ",125,A+,5,7,6851,true,I Talked To Strangers
staging.owo.cafe,2022-11-21T20:57:07.291Z,2024-10-30T12:36:23.512Z,2024-10-30T12:36:23.512Z,1,true,false,4.3.1,true,10,"E ",125,A+,3,15,119,true,STAGING - owo.cafe
sunpowered.house,2022-11-21T20:57:08.386Z,2024-10-30T12:30:43.111Z,2024-10-30T12:30:43.111Z,1,true,false,,false,10,"E ",55,"C ",1,23,2154,true,sunpowered.house
social.pinter.family,2022-11-21T20:57:08.743Z,2024-10-30T13:15:08.586Z,2024-10-30T13:15:08.586Z,1,true,false,4.3.1,true,0,"T ",125,A+,1,1,3945,true,social.pinter.family
social.nerd.net,2022-11-21T20:57:08.994Z,2024-10-30T13:05:02.696Z,2024-10-30T13:05:02.696Z,1,true,false,,false,5,"F ",125,A+,6,854,17774,true,nerd.net Mastodon
gts.1bitsquared.com,2022-11-21T21:55:29.329Z,2024-10-30T12:35:28.408Z,2024-10-30T12:35:28.408Z,1,true,false,,false,10,"E ",30,"D ",1,1,1,true,1BitSquared GoToSocial Server
goto.fi,2022-11-21T21:56:03.958Z,2024-10-30T12:31:09.773Z,2024-10-30T12:31:09.773Z,1,true,false,,true,5,"F ",80,B+,4,192,4389,true,Mastodon
x86.social,2022-11-21T21:56:07.620Z,2024-10-30T12:45:11.985Z,2024-10-30T12:45:11.985Z,1,true,false,4.0.2,false,100,A+,75,"B ",12,61,7936,true,x86
carpdiem.online,2022-11-21T23:00:49.291Z,2024-10-30T12:30:52.235Z,2024-10-30T12:30:52.235Z,1,true,false,4.3.0,false,5,"F ",125,A+,5,705,11057,true,Mastodon
toot.legacycode.rocks,2022-11-21T23:04:10.897Z,2024-10-30T12:30:21.183Z,2024-10-30T12:30:21.183Z,1,false,false,,false,10,"E ",130,A+,8,492,8213,true,Mastodon
mastodon.hongkongers.net,2022-11-22T01:05:05.905Z,2024-10-30T12:30:32.363Z,2024-10-30T12:30:32.363Z,1,false,false,,true,0,,125,A+,314,657366,20591,true,香港萬象 hkers.social
mastodon.vtip.me,2022-11-22T01:10:49.365Z,2024-10-30T12:30:41.458Z,2024-10-30T12:30:41.458Z,1,false,false,,true,5,"F ",80,B+,4,275,2610,true,Mastodon by VTIP
alcove.website,2022-11-22T02:21:17.724Z,2024-10-30T12:37:00.272Z,2024-10-30T12:37:00.272Z,1,true,false,,false,5,"F ",75,"B ",46,3768,7283,true,alcove dot website
fisting.social,2022-11-22T02:21:18.280Z,2024-10-30T12:55:05.102Z,2024-10-30T12:55:05.102Z,1,true,false,,true,5,"F ",125,A+,353,1921,5748,true,fisting.social
wargamers.social,2022-11-22T02:21:18.928Z,2024-10-30T12:31:54.546Z,2024-10-30T12:31:54.546Z,1,true,false,4.3.1,false,5,"F ",125,A+,674,33281,19473,true,Mastodon Wargamers
toots.matapacos.dog,2022-11-22T03:53:54.662Z,2024-10-30T12:35:15.801Z,2024-10-30T12:35:15.801Z,1,true,false,,false,5,"F ",125,A+,261,33105,22442,true,Matapacos.dog - Microblogging for Sickos
nycity.social,2022-11-22T03:53:55.013Z,2024-10-30T12:36:30.262Z,2024-10-30T12:36:30.262Z,1,true,false,4.3.1,true,5,"F ",125,A+,10,45,13648,true,NYcity.social - Fediverse of each and every NY borough
toots.deds.nl,2022-11-22T03:53:55.196Z,2024-10-30T12:36:43.442Z,2024-10-30T12:36:43.442Z,1,true,false,,true,100,A+,125,A+,18,329,4889,true,DeDS
mastodon.granto.cloud,2022-11-22T03:53:55.609Z,2024-10-30T12:31:09.069Z,2024-10-30T12:31:09.069Z,1,false,false,,true,5,"F ",80,B+,1,20,5889,true,Mastodon - Granto.cloud
social.vyvojari.dev,2022-11-22T03:54:03.576Z,2024-10-30T12:32:01.428Z,2024-10-30T12:32:01.428Z,1,true,false,,false,10,"E ",130,A+,10,146,1697,true,social.vyvojari.dev
seldo.dev,2022-11-22T04:05:07.905Z,2024-10-30T12:36:44.129Z,2024-10-30T12:36:44.129Z,1,true,false,4.0.2,false,5,"F ",125,A+,11,259,6110,true,Seldo.dev
colonels.world,2022-11-22T04:28:27.547Z,2024-10-30T12:36:30.809Z,2024-10-30T12:36:30.809Z,1,true,false,4.1.4,false,5,"F ",60,C+,3,8,1643,true,Mastodon
pleroma.srv.steinert-ese.de,2022-11-22T04:28:28.545Z,2024-10-30T12:36:46.755Z,2024-10-30T12:36:46.755Z,1,true,false,,false,100,A+,110,A+,6,420,6094,true,Der Steingarten
cas.social,2022-11-22T05:20:08.109Z,2024-10-30T12:31:15.549Z,2024-10-30T12:31:15.549Z,1,true,false,,false,5,"F ",125,A+,13,504,10896,true,cas.social
palmsy.club,2022-11-22T07:30:47.386Z,2024-10-30T12:36:43.194Z,2024-10-30T12:36:43.194Z,1,true,false,4.0.2,false,100,A+,120,A+,12,109,4687,true,Palmsy
malnacido.com,2022-11-22T07:44:27.412Z,2024-10-30T12:35:18.259Z,2024-10-30T12:35:18.259Z,1,true,false,,false,5,"F ",80,B+,2,31,4138,true,Malnacido
mstd.onl,2022-11-22T07:44:29.226Z,2024-10-30T12:35:23.466Z,2024-10-30T12:35:23.466Z,1,true,false,,false,5,"F ",125,A+,2,866,6587,true,Mastodon Live!
toot.nul.ie,2022-11-22T07:47:15.005Z,2024-10-30T12:36:32.689Z,2024-10-30T12:36:32.689Z,1,true,false,,true,100,A+,125,A+,1,5,1271,true,/dev/player0's Mastodon
theatl.social,2022-11-22T07:47:15.272Z,2024-10-30T13:10:05.631Z,2024-10-30T13:10:05.631Z,1,true,false,,true,5,"F ",0,"F ",589,53871,24761,true,theATL.social
social.mastodon.my,2022-11-22T07:51:23.027Z,2024-10-30T12:36:30.175Z,2024-10-30T12:36:30.175Z,1,true,false,,false,5,"F ",130,A+,30,85,9404,true,Mastodon Malaysia
toot.techbeat.in,2022-11-22T08:11:16.956Z,2024-10-30T12:45:10.921Z,2024-10-30T12:45:10.921Z,1,true,false,4.3.0,false,5,"F ",125,A+,3,101,6550,true,Mastodon
bols.games,2022-11-22T08:16:50.081Z,2024-10-30T12:30:52.143Z,2024-10-30T12:30:52.143Z,1,true,false,4.2.3,true,5,"F ",125,A+,40,9604,4262,true,BoLS Games
fedipix.de,2022-11-22T08:23:05.605Z,2024-10-30T12:35:21.064Z,2024-10-30T12:35:21.064Z,1,false,false,,false,100,A+,55,"C ",148,443,43,true,Fedipix.de Instanz
m.futex.au,2022-11-22T09:52:13.831Z,2024-10-30T12:30:50.122Z,2024-10-30T12:30:50.122Z,1,true,false,3.5.3,false,5,"F ",80,B+,7,2399,14521,true,Mastodon BASIC experimental (Futex BBS)
zurich-mastodon.ch,2022-11-22T09:56:59.531Z,2024-10-30T12:30:59.746Z,2024-10-30T12:30:59.746Z,1,true,false,4.0.2,false,5,"F ",120,A+,5,112,678,true,Mastodon
indieauthors.social,2022-11-22T09:57:00.224Z,2024-10-30T13:05:05.425Z,2024-10-30T13:05:05.425Z,1,true,false,4.3.1,false,5,"F ",125,A+,597,39602,20922,true,Indie Authors Social
waff.club,2022-11-22T12:43:26.058Z,2024-10-30T12:30:03.758Z,2024-10-30T12:30:03.758Z,1,true,false,,true,10,"E ",125,A+,7,931,10605,true,Waff.club
cyberplace.social,2022-11-22T13:47:09.703Z,2024-10-30T12:45:08.667Z,2024-10-30T12:45:08.667Z,1,true,false,4.3.1,true,10,"E ",125,A+,10231,95426,29915,true,Cyberplace
stade.social,2022-11-22T14:13:42.183Z,2024-10-30T12:36:30.371Z,2024-10-30T12:36:30.371Z,1,false,false,,true,100,A+,125,A+,4,664,6207,true,Stade.Social
